,Smiling,Male,Young,Blond_Hair,Wearing_Hat
137788.jpg,-1,-1,1,1,-1
187206.jpg,1,-1,1,-1,-1
089567.jpg,-1,1,-1,-1,-1
130747.jpg,-1,-1,1,-1,-1
108587.jpg,-1,-1,1,-1,-1
087988.jpg,1,-1,1,-1,-1
031333.jpg,1,-1,1,1,-1
173290.jpg,-1,-1,1,-1,-1
184195.jpg,-1,-1,1,-1,-1
030793.jpg,1,1,-1,-1,-1
127589.jpg,-1,1,1,-1,-1
043876.jpg,-1,1,1,-1,-1
122493.jpg,-1,1,1,-1,-1
192562.jpg,1,-1,1,-1,-1
029300.jpg,1,-1,1,-1,-1
042464.jpg,1,1,-1,-1,-1
099293.jpg,-1,-1,1,-1,-1
057820.jpg,1,1,1,-1,-1
141478.jpg,1,1,1,-1,-1
060375.jpg,-1,1,-1,-1,-1
055662.jpg,1,-1,-1,1,-1
002464.jpg,1,-1,1,1,-1
120998.jpg,-1,-1,1,-1,-1
052040.jpg,-1,1,-1,-1,-1
017439.jpg,1,-1,1,-1,-1
042325.jpg,1,1,-1,-1,-1
132238.jpg,-1,-1,1,-1,-1
128822.jpg,1,-1,1,-1,-1
191552.jpg,-1,1,-1,-1,-1
146055.jpg,-1,-1,1,-1,-1
041485.jpg,-1,1,1,-1,-1
143692.jpg,1,1,1,-1,-1
150441.jpg,1,-1,-1,-1,-1
048537.jpg,-1,1,1,-1,-1
073426.jpg,1,-1,1,-1,-1
036144.jpg,-1,-1,1,-1,-1
013003.jpg,1,-1,1,1,-1
159386.jpg,-1,-1,1,-1,-1
032319.jpg,1,1,1,-1,-1
119327.jpg,-1,1,1,-1,-1
004222.jpg,-1,-1,1,-1,-1
188039.jpg,1,-1,1,-1,-1
199435.jpg,1,-1,1,-1,-1
186231.jpg,1,-1,1,1,-1
035048.jpg,-1,-1,1,-1,-1
125733.jpg,1,-1,1,-1,-1
069747.jpg,1,-1,1,-1,-1
145034.jpg,1,-1,1,-1,-1
116329.jpg,1,1,1,-1,1
028423.jpg,1,-1,1,-1,-1
133639.jpg,1,-1,1,-1,-1
024739.jpg,1,-1,-1,-1,-1
020953.jpg,1,-1,1,-1,-1
160710.jpg,1,-1,-1,-1,-1
109242.jpg,1,-1,1,-1,-1
034633.jpg,-1,-1,1,-1,-1
157260.jpg,1,-1,1,-1,-1
120102.jpg,-1,-1,1,-1,-1
091385.jpg,1,1,-1,-1,-1
046758.jpg,-1,1,-1,-1,-1
180478.jpg,1,-1,1,1,-1
168983.jpg,1,-1,1,-1,-1
012948.jpg,1,-1,1,1,-1
039224.jpg,-1,-1,1,-1,-1
116979.jpg,-1,1,1,-1,-1
076922.jpg,-1,1,1,-1,-1
140546.jpg,-1,-1,1,-1,-1
158960.jpg,-1,-1,1,-1,-1
020333.jpg,-1,-1,-1,-1,-1
072524.jpg,1,-1,-1,-1,-1
173537.jpg,1,-1,1,-1,-1
166197.jpg,1,-1,-1,1,-1
131550.jpg,-1,1,-1,-1,-1
051709.jpg,1,-1,1,-1,-1
145579.jpg,1,-1,1,-1,-1
074010.jpg,-1,-1,1,-1,-1
152048.jpg,1,-1,1,-1,-1
151770.jpg,1,-1,1,1,-1
022494.jpg,1,-1,-1,1,-1
008524.jpg,-1,1,1,-1,-1
178739.jpg,-1,1,1,-1,-1
083544.jpg,1,-1,-1,-1,-1
156682.jpg,1,-1,1,1,-1
129358.jpg,1,-1,1,-1,-1
192051.jpg,-1,-1,1,-1,-1
022349.jpg,-1,1,1,-1,-1
139563.jpg,-1,1,1,-1,-1
202536.jpg,-1,-1,1,-1,-1
065478.jpg,1,-1,1,-1,-1
120895.jpg,-1,1,1,-1,-1
107716.jpg,-1,1,1,-1,-1
024184.jpg,-1,1,-1,-1,1
175203.jpg,-1,1,-1,-1,-1
103480.jpg,1,-1,1,-1,-1
075447.jpg,1,-1,-1,-1,-1
158235.jpg,-1,1,1,-1,-1
076784.jpg,-1,1,1,-1,-1
125796.jpg,-1,1,1,-1,-1
175457.jpg,1,-1,1,-1,-1
088422.jpg,1,-1,1,-1,-1
082344.jpg,1,1,1,-1,1
080478.jpg,-1,1,1,-1,1
181286.jpg,1,1,1,-1,-1
090025.jpg,1,-1,-1,-1,-1
196815.jpg,-1,-1,1,-1,-1
027126.jpg,-1,1,1,-1,-1
112677.jpg,-1,-1,1,-1,-1
104536.jpg,-1,-1,-1,-1,-1
197995.jpg,-1,-1,-1,-1,-1
151272.jpg,1,-1,1,-1,-1
104254.jpg,1,-1,1,-1,-1
046616.jpg,1,1,-1,-1,-1
120533.jpg,-1,1,-1,-1,-1
082576.jpg,-1,1,1,-1,-1
084889.jpg,1,-1,1,-1,-1
108730.jpg,-1,-1,1,-1,-1
166471.jpg,-1,-1,1,1,-1
032156.jpg,-1,-1,1,-1,-1
123358.jpg,1,1,-1,-1,-1
128797.jpg,1,1,1,-1,-1
113359.jpg,-1,1,1,-1,-1
033119.jpg,1,1,1,-1,-1
154794.jpg,-1,-1,1,-1,-1
091572.jpg,-1,1,1,-1,-1
079601.jpg,1,1,1,-1,-1
096122.jpg,-1,-1,1,-1,-1
017595.jpg,1,-1,1,-1,-1
045756.jpg,-1,1,1,-1,-1
033017.jpg,-1,-1,1,-1,-1
078975.jpg,-1,1,-1,-1,-1
079033.jpg,1,-1,1,-1,-1
191433.jpg,-1,-1,1,-1,-1
126435.jpg,1,-1,1,-1,-1
200640.jpg,1,1,1,-1,-1
070709.jpg,-1,1,-1,-1,-1
161115.jpg,1,1,-1,-1,-1
095453.jpg,-1,-1,1,-1,-1
132419.jpg,1,-1,1,-1,-1
192753.jpg,1,-1,1,-1,-1
056376.jpg,1,-1,1,-1,-1
000965.jpg,-1,-1,1,-1,-1
147449.jpg,-1,1,1,-1,-1
183874.jpg,1,-1,1,-1,-1
127527.jpg,1,1,-1,-1,-1
173820.jpg,-1,1,-1,-1,1
021544.jpg,-1,1,1,-1,-1
138315.jpg,-1,1,1,-1,-1
061464.jpg,1,1,1,-1,-1
017713.jpg,-1,1,1,-1,-1
198666.jpg,1,-1,1,-1,-1
022279.jpg,-1,1,1,-1,-1
131970.jpg,-1,1,1,-1,-1
098929.jpg,-1,-1,1,1,-1
100963.jpg,-1,1,1,-1,-1
195966.jpg,-1,-1,1,-1,-1
098429.jpg,-1,-1,1,1,-1
115208.jpg,-1,-1,1,-1,-1
164519.jpg,1,-1,1,-1,-1
171997.jpg,1,1,1,-1,-1
199064.jpg,-1,-1,1,-1,-1
192803.jpg,1,-1,1,-1,-1
088062.jpg,-1,-1,-1,1,-1
079683.jpg,1,-1,1,1,-1
064509.jpg,1,-1,1,-1,-1
037869.jpg,-1,-1,1,-1,-1
121924.jpg,1,-1,1,1,-1
200756.jpg,-1,-1,1,-1,-1
124833.jpg,-1,-1,1,-1,-1
120954.jpg,-1,-1,1,-1,-1
021945.jpg,-1,1,-1,-1,-1
000036.jpg,-1,1,1,-1,-1
100209.jpg,-1,-1,1,-1,-1
067159.jpg,-1,1,-1,-1,-1
052247.jpg,-1,-1,1,-1,-1
034101.jpg,-1,-1,1,-1,-1
155189.jpg,1,-1,1,-1,-1
101618.jpg,-1,1,-1,-1,-1
143151.jpg,-1,-1,1,-1,-1
160395.jpg,1,1,1,-1,-1
068203.jpg,-1,1,1,-1,-1
104122.jpg,-1,1,1,-1,-1
073679.jpg,-1,-1,-1,1,-1
016023.jpg,1,-1,-1,-1,-1
064535.jpg,1,1,-1,-1,-1
050989.jpg,1,1,1,-1,-1
175019.jpg,1,-1,1,-1,-1
141012.jpg,1,-1,1,-1,-1
110896.jpg,-1,1,1,-1,-1
189526.jpg,1,-1,1,-1,-1
103328.jpg,1,1,-1,-1,-1
097036.jpg,-1,-1,1,-1,-1
011053.jpg,-1,-1,-1,1,-1
170996.jpg,-1,-1,1,-1,-1
081409.jpg,1,-1,1,-1,-1
107800.jpg,-1,1,1,-1,-1
176542.jpg,-1,1,1,-1,-1
077402.jpg,1,-1,1,1,-1
009899.jpg,-1,-1,1,-1,-1
095564.jpg,1,-1,1,1,-1
070620.jpg,1,-1,1,-1,-1
062801.jpg,1,1,-1,-1,-1
133410.jpg,1,-1,-1,-1,-1
189047.jpg,1,1,-1,-1,-1
014340.jpg,-1,1,1,-1,-1
161137.jpg,-1,1,1,-1,-1
138780.jpg,1,1,1,-1,-1
033837.jpg,1,-1,1,-1,-1
026028.jpg,1,-1,1,1,-1
183711.jpg,1,-1,-1,-1,-1
029621.jpg,1,-1,1,-1,-1
157084.jpg,-1,1,1,-1,-1
118133.jpg,-1,-1,1,-1,-1
190900.jpg,1,1,-1,-1,-1
067487.jpg,1,1,1,-1,-1
150212.jpg,1,-1,1,-1,-1
004405.jpg,1,-1,1,-1,-1
045731.jpg,-1,-1,1,-1,-1
196590.jpg,-1,-1,1,-1,-1
046325.jpg,1,-1,1,-1,-1
022302.jpg,1,1,-1,-1,-1
130465.jpg,1,-1,1,-1,-1
126459.jpg,-1,-1,1,-1,-1
037465.jpg,-1,-1,1,-1,-1
128688.jpg,-1,-1,1,-1,-1
019374.jpg,1,-1,-1,-1,-1
154313.jpg,1,-1,1,-1,-1
066743.jpg,1,-1,1,-1,1
109914.jpg,1,-1,1,-1,-1
061836.jpg,1,1,-1,-1,-1
156607.jpg,1,-1,1,-1,-1
170217.jpg,1,-1,1,1,-1
019251.jpg,1,1,1,-1,1
115705.jpg,-1,-1,1,-1,-1
083645.jpg,1,-1,1,-1,-1
103073.jpg,-1,-1,1,-1,-1
142589.jpg,1,1,1,-1,-1
171342.jpg,1,1,1,-1,1
110916.jpg,-1,1,1,-1,-1
157540.jpg,1,-1,1,-1,-1
079667.jpg,-1,1,1,-1,-1
042227.jpg,-1,1,1,-1,-1
065633.jpg,1,-1,1,-1,-1
005958.jpg,-1,1,1,-1,-1
061594.jpg,-1,1,-1,-1,-1
002993.jpg,1,-1,1,-1,-1
150199.jpg,1,1,-1,-1,-1
036650.jpg,-1,1,1,-1,-1
191535.jpg,-1,-1,-1,-1,-1
169465.jpg,-1,1,-1,-1,1
038362.jpg,-1,1,1,-1,-1
071730.jpg,-1,1,1,-1,-1
054775.jpg,1,-1,1,-1,-1
033046.jpg,-1,1,-1,-1,-1
054938.jpg,-1,-1,1,-1,-1
067827.jpg,-1,1,1,-1,-1
167221.jpg,1,-1,1,-1,-1
090982.jpg,-1,1,1,-1,-1
170407.jpg,-1,-1,1,1,-1
072714.jpg,1,-1,1,-1,-1
126322.jpg,-1,-1,1,-1,-1
105744.jpg,1,1,-1,-1,-1
137731.jpg,-1,1,-1,-1,-1
045491.jpg,-1,-1,1,-1,-1
094669.jpg,-1,-1,-1,-1,-1
002412.jpg,1,-1,1,-1,-1
021055.jpg,1,-1,1,1,-1
022541.jpg,-1,1,-1,-1,-1
079606.jpg,1,1,1,-1,-1
180855.jpg,1,-1,-1,1,-1
154053.jpg,1,-1,-1,-1,-1
175539.jpg,1,1,-1,-1,1
003562.jpg,1,1,-1,-1,-1
163970.jpg,-1,-1,-1,-1,-1
103486.jpg,1,1,1,-1,-1
071640.jpg,-1,1,-1,-1,1
008614.jpg,-1,1,1,-1,-1
103769.jpg,-1,1,1,-1,-1
191851.jpg,-1,-1,1,-1,-1
098431.jpg,1,-1,-1,-1,-1
032491.jpg,1,1,1,-1,-1
009829.jpg,1,-1,1,-1,1
081929.jpg,-1,-1,1,-1,-1
089409.jpg,-1,-1,1,1,-1
000305.jpg,-1,-1,1,-1,-1
128787.jpg,1,-1,1,-1,-1
085593.jpg,-1,-1,-1,-1,-1
046921.jpg,-1,1,-1,-1,-1
120351.jpg,-1,-1,1,-1,-1
148967.jpg,1,-1,-1,1,-1
166103.jpg,-1,-1,1,-1,-1
089299.jpg,1,1,1,-1,-1
166321.jpg,1,-1,1,-1,-1
037303.jpg,1,1,-1,-1,-1
063066.jpg,-1,1,-1,-1,-1
077491.jpg,1,1,-1,-1,-1
115449.jpg,-1,-1,1,-1,-1
053711.jpg,-1,-1,1,1,-1
096791.jpg,1,-1,1,-1,-1
152063.jpg,-1,-1,1,-1,-1
126799.jpg,1,1,1,-1,-1
003816.jpg,1,1,-1,-1,-1
092398.jpg,-1,1,-1,-1,-1
113875.jpg,1,-1,1,1,-1
181652.jpg,-1,1,1,-1,-1
135181.jpg,1,-1,1,-1,-1
157871.jpg,1,1,-1,-1,-1
013865.jpg,-1,1,1,-1,-1
082112.jpg,-1,-1,1,-1,-1
024485.jpg,1,-1,1,-1,-1
069533.jpg,1,-1,1,-1,-1
036612.jpg,1,1,-1,-1,-1
027895.jpg,-1,1,-1,-1,-1
190149.jpg,1,-1,-1,-1,-1
098667.jpg,-1,1,1,-1,-1
007059.jpg,1,1,1,-1,-1
148650.jpg,1,-1,1,-1,-1
063658.jpg,1,-1,1,-1,-1
130579.jpg,1,-1,1,-1,-1
048898.jpg,1,1,-1,-1,-1
092356.jpg,1,-1,1,-1,-1
079296.jpg,1,-1,1,1,-1
067811.jpg,1,-1,1,1,-1
071074.jpg,-1,1,-1,-1,-1
093953.jpg,1,-1,-1,-1,-1
000597.jpg,-1,-1,1,-1,-1
060083.jpg,-1,1,-1,-1,-1
035953.jpg,-1,1,-1,-1,-1
156163.jpg,-1,1,-1,-1,-1
055630.jpg,1,-1,1,-1,-1
134942.jpg,1,-1,-1,1,-1
176801.jpg,-1,-1,1,-1,-1
092476.jpg,-1,1,1,-1,-1
050002.jpg,-1,1,1,-1,-1
127151.jpg,-1,1,-1,-1,-1
153702.jpg,-1,-1,1,-1,-1
096718.jpg,-1,-1,1,1,-1
042401.jpg,-1,1,1,-1,-1
040544.jpg,-1,1,1,-1,-1
132226.jpg,1,1,-1,-1,-1
099648.jpg,-1,1,1,-1,-1
016613.jpg,1,-1,-1,-1,-1
094337.jpg,-1,-1,1,-1,-1
006002.jpg,1,1,1,-1,-1
177973.jpg,-1,1,1,-1,1
012928.jpg,1,1,-1,-1,-1
035067.jpg,-1,1,-1,-1,-1
035151.jpg,-1,1,1,-1,-1
174283.jpg,-1,-1,1,-1,-1
133017.jpg,-1,-1,1,-1,-1
035346.jpg,-1,1,1,-1,-1
071749.jpg,-1,1,-1,-1,1
171566.jpg,1,-1,1,1,-1
180141.jpg,1,-1,1,-1,-1
189102.jpg,-1,-1,1,-1,-1
151627.jpg,1,1,1,-1,-1
112609.jpg,-1,1,-1,-1,-1
123774.jpg,1,-1,1,1,-1
129320.jpg,-1,-1,1,-1,-1
167447.jpg,-1,-1,1,-1,-1
093328.jpg,1,-1,1,-1,-1
006316.jpg,-1,-1,1,-1,-1
071180.jpg,1,-1,1,1,-1
080539.jpg,-1,-1,1,-1,-1
032476.jpg,1,-1,1,-1,-1
025173.jpg,1,1,1,-1,-1
015981.jpg,1,1,-1,-1,-1
080154.jpg,-1,1,1,-1,-1
110817.jpg,1,-1,1,-1,-1
070734.jpg,-1,-1,1,-1,-1
192854.jpg,-1,-1,1,1,-1
131957.jpg,1,1,1,-1,-1
102218.jpg,1,-1,-1,1,-1
072209.jpg,-1,1,1,-1,-1
085258.jpg,1,1,1,-1,-1
100324.jpg,1,-1,1,1,-1
005091.jpg,1,-1,1,-1,-1
191798.jpg,1,-1,1,-1,-1
133161.jpg,1,1,1,-1,-1
107796.jpg,1,1,-1,-1,-1
025720.jpg,-1,1,1,-1,-1
157932.jpg,1,1,-1,-1,-1
192264.jpg,1,-1,1,-1,-1
045365.jpg,1,-1,-1,-1,1
200066.jpg,1,-1,1,-1,-1
048087.jpg,1,-1,1,-1,-1
062340.jpg,-1,-1,1,-1,-1
040337.jpg,-1,1,1,-1,-1
115603.jpg,-1,1,-1,-1,-1
121921.jpg,1,1,1,-1,-1
122089.jpg,-1,1,1,-1,-1
165904.jpg,-1,-1,1,-1,-1
063399.jpg,1,-1,1,-1,-1
066042.jpg,1,-1,-1,-1,-1
180070.jpg,-1,-1,-1,1,-1
083757.jpg,1,1,1,-1,-1
113485.jpg,1,1,1,-1,-1
152744.jpg,1,-1,1,-1,-1
180709.jpg,-1,-1,1,-1,-1
132235.jpg,1,-1,1,1,-1
112978.jpg,-1,-1,1,-1,-1
097150.jpg,-1,-1,1,-1,-1
166680.jpg,-1,-1,1,-1,-1
049118.jpg,-1,1,-1,-1,-1
117294.jpg,1,-1,1,-1,-1
125188.jpg,-1,-1,-1,-1,-1
001978.jpg,-1,1,-1,-1,-1
047180.jpg,-1,-1,1,-1,-1
153033.jpg,-1,-1,-1,-1,-1
025117.jpg,1,-1,1,-1,-1
069095.jpg,1,-1,1,-1,-1
073285.jpg,1,-1,1,-1,-1
125761.jpg,1,-1,1,1,-1
000507.jpg,-1,-1,1,-1,-1
018055.jpg,1,-1,-1,-1,-1
179061.jpg,-1,-1,1,-1,-1
068292.jpg,1,1,1,-1,-1
002550.jpg,-1,1,-1,-1,-1
055977.jpg,1,-1,-1,-1,-1
089022.jpg,-1,1,1,-1,-1
091881.jpg,1,-1,1,-1,-1
080200.jpg,1,-1,-1,-1,-1
082113.jpg,-1,-1,-1,-1,-1
126294.jpg,-1,1,1,-1,-1
044471.jpg,1,1,1,-1,-1
085526.jpg,-1,1,1,-1,-1
080318.jpg,1,1,1,-1,-1
001390.jpg,1,-1,1,-1,-1
026181.jpg,-1,-1,-1,1,-1
099348.jpg,-1,-1,1,-1,-1
190192.jpg,-1,1,1,-1,-1
155848.jpg,-1,1,1,-1,-1
184750.jpg,-1,-1,-1,-1,-1
114999.jpg,-1,-1,1,1,-1
079103.jpg,1,1,1,-1,-1
145933.jpg,-1,-1,1,-1,-1
122533.jpg,-1,1,1,-1,-1
087880.jpg,-1,1,-1,-1,-1
156012.jpg,-1,-1,1,-1,-1
038209.jpg,1,-1,1,-1,-1
056009.jpg,1,1,-1,-1,-1
051438.jpg,-1,-1,1,-1,-1
167093.jpg,-1,-1,1,-1,-1
136045.jpg,-1,-1,1,-1,-1
140645.jpg,1,1,1,-1,-1
146560.jpg,1,1,1,-1,-1
001843.jpg,-1,-1,1,-1,-1
195621.jpg,-1,1,1,-1,-1
055753.jpg,-1,-1,1,-1,-1
140410.jpg,-1,-1,1,-1,-1
132436.jpg,1,-1,1,-1,-1
167307.jpg,-1,1,1,-1,1
003724.jpg,1,-1,1,-1,-1
156149.jpg,1,-1,1,-1,-1
194083.jpg,1,-1,1,-1,-1
047845.jpg,1,1,1,-1,-1
083296.jpg,-1,1,-1,-1,-1
029371.jpg,1,-1,1,1,-1
006527.jpg,-1,-1,1,-1,-1
116628.jpg,1,-1,-1,1,-1
180562.jpg,1,-1,1,-1,-1
042113.jpg,1,-1,1,-1,-1
177330.jpg,-1,1,1,-1,-1
027881.jpg,-1,-1,1,-1,-1
075038.jpg,1,-1,1,-1,-1
090820.jpg,1,-1,1,-1,-1
018137.jpg,-1,-1,1,1,-1
169764.jpg,-1,-1,1,-1,-1
166756.jpg,-1,1,1,-1,-1
130677.jpg,-1,1,1,-1,1
139274.jpg,1,-1,-1,-1,-1
005004.jpg,1,1,1,1,-1
075718.jpg,-1,1,1,-1,-1
198804.jpg,1,1,1,-1,-1
066517.jpg,-1,1,1,-1,-1
185580.jpg,1,-1,1,-1,-1
158215.jpg,1,-1,1,-1,-1
042527.jpg,1,-1,-1,-1,-1
164202.jpg,-1,-1,1,-1,-1
197912.jpg,-1,-1,1,-1,-1
077824.jpg,-1,-1,1,-1,-1
044882.jpg,1,1,1,-1,-1
046484.jpg,1,-1,1,-1,-1
131347.jpg,-1,1,-1,-1,-1
091646.jpg,-1,-1,1,-1,-1
201044.jpg,-1,-1,1,-1,-1
193604.jpg,1,-1,1,1,-1
139892.jpg,-1,-1,1,-1,-1
167544.jpg,1,-1,1,1,-1
117749.jpg,1,1,1,-1,-1
074376.jpg,-1,-1,1,-1,-1
136007.jpg,1,-1,1,1,-1
195774.jpg,1,-1,1,-1,-1
059773.jpg,1,1,1,-1,-1
051732.jpg,-1,1,1,-1,-1
118898.jpg,-1,-1,1,-1,-1
111047.jpg,1,1,1,-1,1
024596.jpg,1,-1,1,-1,-1
001971.jpg,-1,1,-1,-1,-1
028307.jpg,-1,1,1,-1,-1
178994.jpg,-1,-1,1,1,-1
053044.jpg,1,-1,-1,-1,-1
066340.jpg,-1,1,1,-1,-1
013247.jpg,1,-1,-1,-1,-1
132536.jpg,-1,-1,1,-1,1
067243.jpg,1,-1,1,-1,-1
102562.jpg,-1,-1,1,-1,-1
104686.jpg,-1,1,-1,-1,-1
115473.jpg,1,1,1,-1,-1
177020.jpg,-1,1,-1,-1,-1
013397.jpg,1,-1,1,1,-1
104115.jpg,1,-1,-1,1,-1
194893.jpg,-1,-1,1,-1,-1
201589.jpg,1,1,-1,-1,-1
194898.jpg,1,-1,1,-1,-1
003519.jpg,1,-1,1,-1,-1
153862.jpg,1,-1,1,-1,-1
053693.jpg,1,1,-1,-1,-1
018966.jpg,-1,-1,1,-1,-1
158413.jpg,1,1,-1,-1,-1
118515.jpg,1,1,-1,-1,-1
077053.jpg,-1,1,-1,-1,-1
081308.jpg,-1,-1,1,1,-1
186612.jpg,-1,-1,1,1,-1
039647.jpg,-1,1,-1,-1,-1
163130.jpg,1,1,-1,-1,-1
107526.jpg,1,-1,1,-1,1
072487.jpg,-1,-1,1,-1,-1
173359.jpg,-1,1,-1,-1,-1
154616.jpg,1,-1,1,-1,-1
182423.jpg,1,-1,-1,1,-1
053415.jpg,1,1,-1,-1,-1
035155.jpg,-1,1,1,-1,-1
080859.jpg,-1,-1,1,-1,-1
181884.jpg,-1,-1,1,-1,1
128314.jpg,-1,1,-1,-1,-1
199638.jpg,1,-1,1,-1,-1
008678.jpg,-1,-1,1,-1,-1
195811.jpg,1,-1,-1,1,-1
023662.jpg,1,-1,1,-1,-1
128551.jpg,1,-1,1,1,-1
135063.jpg,-1,1,-1,-1,-1
124467.jpg,1,-1,1,-1,-1
200258.jpg,-1,-1,1,1,-1
133354.jpg,-1,-1,1,-1,-1
029932.jpg,-1,-1,1,-1,-1
035537.jpg,1,-1,1,-1,-1
114024.jpg,-1,-1,1,-1,-1
184283.jpg,1,-1,1,-1,-1
166601.jpg,-1,-1,1,-1,-1
049933.jpg,-1,-1,1,1,-1
159902.jpg,-1,1,-1,-1,-1
137851.jpg,1,-1,-1,-1,-1
057815.jpg,-1,1,1,-1,-1
037189.jpg,-1,-1,-1,-1,-1
199323.jpg,-1,-1,1,-1,-1
060762.jpg,1,-1,1,-1,-1
136841.jpg,-1,-1,-1,-1,-1
027943.jpg,-1,1,-1,-1,1
036797.jpg,-1,1,1,-1,-1
198516.jpg,1,-1,1,-1,-1
145071.jpg,1,1,1,-1,-1
131873.jpg,1,-1,1,-1,-1
064261.jpg,-1,1,1,-1,-1
040887.jpg,-1,-1,1,-1,-1
085074.jpg,-1,1,-1,-1,-1
131092.jpg,1,-1,1,-1,-1
157428.jpg,-1,1,1,-1,-1
173530.jpg,1,-1,1,-1,-1
103766.jpg,-1,-1,-1,-1,-1
028504.jpg,1,-1,1,1,-1
108779.jpg,1,-1,1,-1,-1
058043.jpg,1,1,-1,-1,-1
003325.jpg,-1,1,1,-1,-1
121589.jpg,-1,-1,1,-1,-1
136569.jpg,1,-1,1,-1,-1
118447.jpg,-1,1,1,-1,-1
005557.jpg,1,1,1,-1,-1
158584.jpg,-1,1,1,-1,-1
169847.jpg,-1,1,-1,-1,-1
192088.jpg,-1,1,-1,1,-1
124272.jpg,1,-1,1,-1,-1
202478.jpg,1,-1,1,-1,-1
194922.jpg,-1,-1,1,-1,-1
002779.jpg,-1,-1,1,-1,-1
052554.jpg,1,-1,1,-1,-1
184004.jpg,1,1,1,-1,-1
027449.jpg,-1,-1,1,-1,-1
017148.jpg,-1,-1,1,-1,-1
023536.jpg,-1,1,1,-1,-1
159317.jpg,1,-1,-1,-1,-1
138387.jpg,1,-1,1,-1,-1
154105.jpg,1,1,-1,-1,-1
079016.jpg,-1,-1,1,-1,-1
113450.jpg,1,1,1,-1,-1
152475.jpg,-1,-1,1,-1,-1
171665.jpg,-1,-1,1,-1,-1
010724.jpg,-1,1,-1,-1,-1
091455.jpg,-1,1,1,-1,-1
181258.jpg,-1,-1,1,-1,-1
112185.jpg,-1,1,-1,-1,-1
115563.jpg,1,-1,-1,-1,-1
082673.jpg,1,-1,1,1,-1
072329.jpg,-1,-1,1,-1,-1
201798.jpg,1,1,1,-1,-1
011068.jpg,1,1,1,-1,-1
053250.jpg,-1,-1,1,-1,-1
025384.jpg,1,-1,1,-1,-1
110143.jpg,1,-1,1,-1,-1
047619.jpg,-1,-1,1,-1,-1
109421.jpg,-1,-1,1,-1,-1
063127.jpg,1,1,1,-1,-1
180025.jpg,-1,-1,1,-1,-1
009044.jpg,1,1,1,-1,-1
021398.jpg,-1,-1,1,-1,-1
088448.jpg,-1,1,1,-1,-1
114802.jpg,1,1,1,-1,-1
169861.jpg,1,-1,1,1,-1
198974.jpg,-1,1,1,-1,-1
157318.jpg,-1,1,1,-1,-1
185051.jpg,-1,1,1,-1,-1
153205.jpg,1,-1,1,1,-1
140458.jpg,-1,-1,1,-1,-1
000705.jpg,-1,1,1,-1,-1
153308.jpg,1,-1,1,1,-1
170025.jpg,1,1,-1,-1,-1
108128.jpg,1,-1,1,-1,-1
127857.jpg,-1,-1,1,-1,-1
132666.jpg,1,-1,1,-1,-1
136008.jpg,-1,1,1,-1,-1
030765.jpg,-1,1,1,-1,-1
033662.jpg,1,-1,1,-1,-1
141535.jpg,-1,-1,1,-1,-1
184324.jpg,-1,1,1,-1,-1
196341.jpg,-1,-1,1,-1,-1
119634.jpg,-1,1,1,-1,-1
168845.jpg,1,1,-1,-1,1
020037.jpg,1,1,1,-1,-1
041713.jpg,-1,-1,1,1,-1
074001.jpg,1,1,1,-1,-1
007293.jpg,-1,-1,1,1,-1
013219.jpg,1,1,-1,-1,-1
151449.jpg,-1,-1,1,-1,-1
075001.jpg,-1,-1,-1,-1,-1
143169.jpg,-1,1,1,-1,-1
137472.jpg,-1,-1,1,1,-1
091822.jpg,1,-1,1,-1,-1
064219.jpg,-1,1,-1,-1,-1
188475.jpg,1,1,-1,-1,-1
092484.jpg,1,-1,1,1,-1
196342.jpg,-1,-1,1,1,-1
125127.jpg,1,-1,1,1,-1
073984.jpg,1,1,-1,-1,-1
171502.jpg,1,-1,1,1,-1
069512.jpg,1,1,1,-1,-1
078105.jpg,1,-1,1,-1,-1
072875.jpg,1,1,1,-1,-1
107136.jpg,-1,-1,1,-1,-1
089596.jpg,-1,-1,1,-1,-1
085219.jpg,-1,-1,-1,-1,1
089294.jpg,-1,-1,1,-1,-1
087127.jpg,1,1,1,-1,-1
127257.jpg,-1,1,1,-1,-1
001838.jpg,1,1,1,-1,-1
156209.jpg,-1,1,1,-1,-1
162968.jpg,-1,1,1,-1,-1
129083.jpg,-1,1,1,-1,-1
059018.jpg,1,-1,1,-1,-1
101316.jpg,-1,1,1,-1,-1
028905.jpg,-1,1,1,-1,1
138299.jpg,-1,-1,1,1,-1
147451.jpg,-1,1,1,-1,-1
141147.jpg,1,-1,1,-1,-1
031236.jpg,-1,1,1,-1,-1
097135.jpg,1,-1,-1,-1,-1
075297.jpg,-1,1,1,-1,-1
130221.jpg,1,-1,1,-1,-1
143309.jpg,1,1,1,-1,1
069078.jpg,1,1,-1,-1,-1
006274.jpg,1,1,1,-1,-1
005758.jpg,1,-1,1,-1,-1
113726.jpg,-1,-1,1,-1,-1
140463.jpg,-1,-1,1,-1,-1
167788.jpg,-1,1,-1,-1,-1
192163.jpg,1,-1,1,-1,-1
069064.jpg,1,-1,1,-1,-1
029281.jpg,1,1,-1,-1,-1
013243.jpg,-1,-1,1,-1,-1
040054.jpg,-1,1,-1,-1,-1
099467.jpg,-1,1,1,-1,-1
107069.jpg,-1,1,-1,-1,-1
076476.jpg,1,1,1,-1,-1
